CCOMP96,CCOMP04,REG96A04,codcomp,personas
316019005,316214807,1,316019005,24
316019006,316214800,1,316019006,1
316019010,316010800,1,316019010,10
316021001,316016800,1,316021001,1
316021004,316021004,1,316021004,44
316022007,316022804,1,316022007,40
316022012,316022800,1,316022012,21
316108045,316108801,1,316108045,64
316123005,316123800,1,316123005,3
316205011,316205802,1,316205011,20
317023008,317023801,1,317023008,48
317049021,317049806,1,317049021,1
317049022,317049800,1,317049022,2
317052018,317052018,1,317052018,3
317059001,317059001,1,317059001,1
317059005,317059005,1,317059005,2
317075003,317075807,1,317075003,39
317077010,317061021,1,317077010,4
317077011,317060026,1,317077011,4
317099003,317099800,1,317099003,6
317099006,317099802,1,317099006,20
317099021,317099804,1,317099021,8
317101005,317101800,1,317101005,4
317101006,317101006,1,317101006,4
317101008,317101008,1,317101008,2
317101009,317101009,1,317101009,8
317101010,317101010,1,317101010,2
317144099,317144803,1,317144099,7
317144107,317144800,1,317144107,0
317147017,317147017,1,317147017,24
317147018,317147018,1,317147018,8
317164035,317164057,1,317164035,2
317166022,317166022,1,317166022,0
317166023,317166023,1,317166023,8
317166024,317166024,1,317166024,5
317166027,317166027,1,317166027,16
317166028,317166028,1,317166028,12
317166029,317166029,1,317166029,6
317169001,317169001,1,317169001,5
317169008,317169043,1,317169008,0
317169035,317169035,1,317169035,10
317169036,317169036,1,317169036,6
317169037,317169037,1,317169037,1
317169040,317169040,1,317169040,12
317169041,317169041,1,317169041,2
317169042,317169042,1,317169042,1
317176006,317244800,1,317176006,6
317182002,317182802,1,317182002,6
317182062,317182800,1,317182062,2
317269043,317269043,1,317269043,0
317269044,317269044,1,317269044,0
317269045,317269045,1,317269045,4
317269048,317269048,1,317269048,0
317269049,317269049,1,317269049,2
317269050,317269050,1,317269050,4
317269051,317269051,1,317269051,7
317276007,317276807,1,317276007,2
317282050,317282802,1,317282050,30
317282051,317282804,1,317282051,16
317282057,317282800,1,317282057,24
317346048,317346800,1,317346048,2
317348112,317348800,1,317348112,0
317366097,317366100,1,317366097,0
317544022,317544800,1,317544022,4
317545127,317545800,1,317545127,2
317644078,317644800,1,317644078,3
317645056,317645800,1,317645056,2
317645118,317645809,1,317645118,7
317648075,317648801,1,317648075,5
317748163,317748800,1,317748163,14
327010012,327010800,1,327010012,85
327013001,327013820,1,327013001,8
327013009,327013804,1,327013009,9
327013010,327013800,1,327013010,192
327013025,327013025,1,327013025,33
327013028,327013802,1,327013028,29
327013031,327013807,1,327013031,0
327079005,327087800,1,327079005,20
327081017,327111803,1,327081017,80
327097016,327097800,1,327097016,26
327115019,327115800,1,327115019,18
327212008,327212800,1,327212008,132
327215034,327215800,1,327215034,11
327312058,327312800,1,327312058,97
337030001,337030800,1,337030001,23
337031009,337031800,1,337031009,25
337073001,337417800,1,337073001,16
337073003,337073801,1,337073003,4
337126013,337126013,1,337126013,54
337126089,337126050,1,337126089,15
337126090,337126060,1,337126090,12
337127020,337127800,1,337127020,74
337127047,337127802,1,337127047,146
337135004,337135025,1,337135004,21
337135018,337135802,1,337135018,74
337137001,337137042,1,337137001,6
337137013,337137806,1,337137013,44
337137015,337137800,1,337137015,30
337174013,337318800,1,337174013,16
337174017,337174800,1,337174017,0
337174018,337174852,1,337174018,5
337174023,337174859,1,337174023,27
337174025,337174854,1,337174025,43
337184088,337184804,1,337184088,23
337186084,337186800,1,337186084,4
337190001,337190400,1,337190001,108
337190002,337190401,1,337190002,50
337190003,337190806,1,337190003,12
337190049,337190800,1,337190049,2
337220086,337220805,1,337220086,14
337220181,337220800,1,337220181,9
337220281,337220803,1,337220281,8
337226018,337226018,1,337226018,40
337226082,337226055,1,337226082,20
337226083,337226052,1,337226083,14
337227048,337227801,1,337227048,87
337228010,337228800,1,337228010,183
337232041,337232800,1,337232041,19
337233134,337233800,1,337233134,4
337235025,337235800,1,337235025,6
337288023,337288800,1,337288023,1
337290026,337290500,1,337290026,43
337291015,337291800,1,337291015,13
337292064,337292801,1,337292064,8
337292067,337292800,1,337292067,4
337292068,337292809,1,337292068,10
337317012,337317800,1,337317012,10
337319144,337319801,1,337319144,6
337325041,337325081,1,337325041,2
337326026,337326026,1,337326026,23
337326078,337326800,1,337326078,32
337340067,337340800,1,337340067,26
337340068,337340802,1,337340068,26
337340069,337340804,1,337340069,28
337384001,337384822,1,337384001,1
337384140,337384823,1,337384140,9
337384241,337384801,1,337384241,1
337391004,337391800,1,337391004,36
337425017,337425017,1,337425017,35
337425019,337425800,1,337425019,28
337443088,337443800,1,337443088,14
337443284,337443807,1,337443284,1
337486086,337486801,1,337486086,5
337593089,337593800,1,337593089,1
337593185,337593810,1,337593185,11
401004001,401004800,1,401004001,10
401013010,401013800,1,401013010,42
401014003,401014800,1,401014003,37
401014008,401014802,1,401014008,84
401028007,401028800,1,401028007,28
401028010,401028015,1,401028010,63
401033006,401033811,1,401033006,18
401033007,401033800,1,401033007,8
401033013,401033809,1,401033013,6
401033028,401033807,1,401033028,16
401033029,401033805,1,401033029,8
401033203,401033804,1,401033203,30
401037006,401037801,1,401037006,13
401038203,401038800,1,401038203,226
401039002,401039800,1,401039002,162
401040003,401229801,1,401040003,46
401040201,401040802,1,401040201,30
401129014,401129800,1,401129014,10
401129015,401129807,1,401129015,34
401129031,401129801,1,401129031,64
401129032,401129834,1,401129032,59
401129033,401129803,1,401129033,35
401130006,401130800,1,401130006,5
401130014,401130824,1,401130014,39
401132057,401132828,1,401132057,7
401132058,401132829,1,401132058,7
401132059,401132831,1,401132059,2
401132062,401132802,1,401132062,2
401132063,401132800,1,401132063,4
401132066,401132813,1,401132066,3
401230028,401230800,1,401230028,7
401230032,401230813,1,401230032,35
401230048,401230809,1,401230048,14
401230051,401230818,1,401230051,6
401232001,401232828,1,401232001,46
401232003,401232825,1,401232003,170
401232004,401232803,1,401232004,12
401234018,401234800,1,401234018,82
401234028,401234802,1,401234028,52
401234029,401234804,1,401234029,36
401332022,401332800,1,401332022,15
401432046,401432800,1,401432046,2
401432067,401432803,1,401432067,10
402201026,402201800,1,402201026,0
403003017,403003020,1,403003017,22
403004001,403004014,1,403004001,35
403101008,403101800,1,403101008,13
403107001,403107358,1,403107001,59
403107002,403107356,1,403107002,62
403107065,403107351,1,403107065,14
403107149,403107354,1,403107149,18
403108025,403108804,1,403108025,0
403108026,403108802,1,403108026,0
403108105,403108800,1,403108105,0
403110005,403106062,1,403110005,25
403112001,403107800,1,403112001,20
403201021,403201401,1,403201021,40
403206001,403206066,1,403206001,3
403208022,403208800,1,403208022,1
403210010,403210016,1,403210010,26
403306014,403306037,1,403306014,14
403310017,403310802,1,403310017,2
403310019,403310027,1,403310019,22
403310023,403310804,1,403310023,4
403407067,403407067,1,403407067,12
403407070,403407502,1,403407070,3
403407076,403407076,1,403407076,14
403408071,403408800,1,403408071,2
405105003,405105801,1,405105003,1
406001031,406001802,1,406001031,23
406103015,406103500,1,406103015,1
407001020,407001800,1,407001020,2
407004001,407004805,1,407004001,0
407004002,407004802,1,407004002,2
407004017,407004800,1,407004017,10
408005001,408005801,1,408005001,1
410004003,410004003,0,410004003,2
410004004,410004801,1,410004004,14
410005003,410005807,1,410005003,19
410006001,410006800,1,410006001,11
411001014,411001801,1,411001014,1
411002006,411002804,1,411002006,1
411002007,411002800,1,411002007,34
411104005,411104808,0,411104005,18
412003004,412003800,1,412003004,18
501002018,501002019,1,501002018,0
501004024,501004033,1,501004024,1
501004025,501004034,1,501004025,59
501013005,501109114,1,501013005,39
501013012,501015402,1,501013012,22
501014011,501014061,1,501014011,70
501014012,501014036,1,501014012,3
501014013,501014050,1,501014013,24
501014015,501014056,1,501014015,3
501014023,501014053,1,501014023,46
501015001,501015006,1,501015001,10
501017006,501017800,1,501017006,9
501106005,501106005,1,501106005,41
501106007,501106007,1,501106007,42
501109060,501109112,1,501109060,4
501109109,501109110,1,501109109,28
501207010,501207010,1,501207010,100
501207033,501207033,1,501207033,89
501208022,501208075,1,501208022,9
501208053,501208053,1,501208053,12
501208055,501208055,1,501208055,2
501209114,501209114,1,501209114,10
501210021,501210089,1,501210021,2
501210022,501210022,1,501210022,8
501308043,501308043,1,501308043,2
501310089,501310800,1,501310089,23
502201036,502201800,1,502201036,25
502201037,502201803,1,502201037,36
503006020,503006020,1,503006020,24
503006021,503006021,1,503006021,24
503006022,503006022,1,503006022,15
503006023,503006023,1,503006023,30
503009004,503014802,1,503009004,196
503014002,503014800,1,503014002,40
503108018,503108500,1,503108018,55
503207032,503207800,1,503207032,12
503307006,503307800,1,503307006,17
504004002,504004801,1,504004002,128
504005007,504005800,1,504005007,12
504006004,504006800,1,504006004,17
504012002,504012804,1,504012002,2
504201051,504201801,1,504201051,10
505001001,505001800,1,505001001,24
505001005,505001805,1,505001005,6
506007019,506007800,1,506007019,8
506014004,506111800,1,506014004,105
506014006,506112800,1,506014006,35
506015005,506212801,1,506015005,60
506016003,506209803,1,506016003,38
506018001,506018800,1,506018001,1
506018002,506018806,1,506018002,2
506018010,506018812,1,506018010,0
506109010,506109024,1,506109010,94
506109011,506109022,1,506109011,44
506109016,506109801,1,506109016,4
506110035,506110042,1,506110035,46
506111022,506111028,1,506111022,16
506209028,506209801,1,506209028,14
506211042,506211054,1,506211042,10
506212031,506212048,1,506212031,20
507002007,507002808,1,507002007,20
507002009,507002801,1,507002009,30
507006005,507006800,1,507006005,16
507006006,507006802,1,507006006,27
507101008,507101800,1,507101008,6
508104049,508104060,1,508104049,16
508204058,508204059,1,508204058,15
508205036,508205800,1,508205036,1
508206016,508206806,1,508206016,5
508206019,508206808,1,508206019,7
508206021,508206801,1,508206021,5
508302001,508302800,1,508302001,6
508302002,508302066,1,508302002,2
508306005,508306063,1,508306005,2
508306041,508306068,1,508306041,4
508401020,508401800,1,508401020,34
508401021,508401802,1,508401021,4
510104001,510104800,1,510104001,32
510104035,510104803,1,510104035,26
510106014,510106800,1,510106014,18
510106036,510106813,1,510106036,15
510107027,510107800,1,510107027,5
510107029,510107803,1,510107029,12
510112009,510112800,1,510112009,20
510206033,510206800,1,510206033,9
510207002,510207400,1,510207002,20
510207032,510207813,1,510207032,21
510212022,510212800,1,510212022,4
511003007,511201800,1,511003007,50
511004003,511401500,1,511004003,9
511101049,511101800,1,511101049,22
512005004,512103800,1,512005004,68
512006004,512006801,1,512006004,30
512006006,512102800,1,512006006,56
513004003,513004801,1,513004003,4
513202014,513202800,1,513202014,2
514002017,514002800,1,514002017,10
514106004,514106004,1,514106004,46
514203013,514203800,1,514203013,74
514203018,514203808,1,514203018,56
514203019,514203810,1,514203019,55
514208039,514208801,1,514208039,1
601002001,601002801,1,601002001,6
601013010,601013400,1,601013010,33
601016009,601016800,1,601016009,103
601017003,601017800,1,601017003,58
601020013,601020801,1,601020013,52
601023010,601023016,1,601023010,92
601024003,601024800,1,601024003,81
601024005,601024801,1,601024005,74
601025001,601025801,1,601025001,8
601027022,601027802,1,601027022,2
601028014,601028802,1,601028014,0
601029017,601029805,1,601029017,1
601031003,601031800,1,601031003,66
601032008,601032800,1,601032008,3
601033009,601033812,1,601033009,53
601034002,601028800,1,601034002,9
601034003,601126804,1,601034003,28
601035003,601230804,1,601035003,108
601126001,601126801,1,601126001,57
601130032,601130805,1,601130032,50
601130101,601130800,1,601130101,24
601226029,601226800,1,601226029,12
601230011,601230805,1,601230011,37
601230019,601230800,1,601230019,7
602003002,602002805,1,602003002,10
602003003,602002800,1,602003003,24
602007004,602007804,1,602007004,58
602007005,602007803,1,602007005,16
602008001,602008802,1,602008001,32
602008002,602008800,1,602008002,56
602101002,602101800,1,602101002,11
602201022,602201800,1,602201022,6
604011003,604006801,1,604011003,9
606001024,606001812,1,606001024,3
606004003,606001400,1,606004003,7
607002001,607002800,1,607002001,10
609012014,609012803,1,609012014,1
609012015,609012800,1,609012015,44
609016204,609016801,1,609016204,8
609119011,609119800,1,609119011,0
609219007,609014800,1,609219007,4
611002203,611201801,1,611002203,11
611004004,611004801,1,611004004,22
612102002,612102027,1,612102002,2
701020001,701020800,1,701020001,1
701020011,701020803,1,701020011,14
701020025,701020806,1,701020025,0
701027010,701225800,1,701027010,5
701125007,701125800,1,701125007,4
701221030,701221803,1,701221030,47
703001015,703001802,1,703001015,8
704203002,704203805,1,704203002,42
705001002,705001805,1,705001002,6
706002002,706002800,1,706002002,9
801018005,801018800,1,801018005,28
801024009,801024026,1,801024009,42
801025013,801025019,1,801025013,53
801025016,801025801,1,801025016,10
801026024,801026045,1,801026024,12
801026037,801026808,1,801026037,67
801026038,801026043,1,801026038,3
801026039,801026816,1,801026039,57
801026040,801026814,1,801026040,40
801028034,801028802,1,801028034,16
801232002,801232800,1,801232002,39
801232005,801028805,1,801232005,46
802002007,802002800,1,802002007,4
802004037,802004401,1,802004037,7
802005010,802005804,1,802005010,10
802010008,802010800,1,802010008,6
802011104,802005801,1,802011104,21
802017002,802002806,1,802017002,40
803001024,803001800,1,803001024,0
803006001,803102801,1,803006001,76
803102001,803102802,1,803102001,15
804207004,804107801,1,804207004,3
805205006,805001800,1,805205006,15
806005002,806005800,1,806005002,1
807104002,807104801,1,807104002,18
807104004,807104800,1,807104004,5
807204001,807204001,1,807204001,13
807204002,807204800,1,807204002,55
808004004,808004800,1,808004004,8
809201026,809201800,1,809201026,17
809201029,809201029,1,809201029,3
810002024,810002814,1,810002024,10
810004001,810004800,1,810004001,10
810006018,810006800,1,810006018,1
810008002,810003800,1,810008002,63
810009003,810002800,1,810009003,5
811001002,811001805,1,811001002,3
811001035,811001800,1,811001035,6
