loc_origen,loc_destino,personas_mig,pobl_origen,pobl_destino,cod,distancia_m
17321,3322,1,17174,25947,173213322,279643
17624,3322,1,381,25947,176243322,269651
18220,3322,22,54755,25947,182203322,378912
18321,3322,4,12985,25947,183213322,241467
18723,3322,1,1037,25947,187233322,327675
19220,3322,16,25477,25947,192203322,251604
19522,3322,1,3810,25947,195223322,306603
19722,3322,1,1430,25947,197223322,314067
19822,3322,2,230,25947,198223322,288830
1020,3323,276,1304729,16742,10203323,49177
4522,3323,5,14604,16742,45223323,395635
5320,3323,4,26231,16742,53203323,145851
5422,3323,1,10085,16742,54223323,99672
5522,3323,2,6632,16742,55223323,130518
5621,3323,1,3235,16742,56213323,90723
5622,3323,1,3716,16742,56223323,126493
5721,3323,1,401,16742,57213323,173197
6220,3323,2,34368,16742,62203323,138242
6964,3323,5,502,16742,69643323,208401
7320,3323,6,21429,16742,73203323,128207
7721,3323,2,918,16742,77213323,95283
8220,3323,16,33639,16742,82203323,50790
8621,3323,13,1202,16742,86213323,24757
8622,3323,1,2398,16742,86223323,76329
8623,3323,26,1849,16742,86233323,9950
8624,3323,1,1852,16742,86243323,41463
8721,3323,1,1357,16742,87213323,118438
8723,3323,1,747,16742,87233323,70288
8823,3323,4,730,16742,88233323,28540
8824,3323,1,810,16742,88243323,32853
8933,3323,1,396,16742,89333323,17020
10320,3323,2,62590,16742,103203323,158586
10524,3323,4,9277,16742,105243323,162266
10832,3323,1,1703,16742,108323323,154741
10954,3323,1,611,16742,109543323,123424
11120,3323,5,76412,16742,111203323,310726
11723,3323,1,1159,16742,117233323,304128
12320,3323,3,24406,16742,123203323,255063
12421,3323,1,16756,16742,124213323,249347
13220,3323,2,64465,16742,132203323,452690
13522,3323,3,7235,16742,135223323,424360
13621,3323,9,3698,16742,136213323,439087
14320,3323,4,25422,16742,143203323,226325
14422,3323,2,7645,16742,144223323,255827
15120,3323,3,104011,16742,151203323,424817
16220,3323,34,36743,16742,162203323,34964
16421,3323,3,10166,16742,164213323,44276
16521,3323,1,20239,16742,165213323,55514
16621,3323,7,2604,16742,166213323,19505
16721,3323,22,771,16742,167213323,7410
16824,3323,1,6870,16742,168243323,61470
16825,3323,6,469,16742,168253323,6202
16925,3323,17,517,16742,169253323,8456
16945,3323,1,162,16742,169453323,60067
17220,3323,4,41974,16742,172203323,223169
17321,3323,2,17174,16742,173213323,225674
17721,3323,2,783,16742,177213323,170618
17823,3323,1,557,16742,178233323,163214
18220,3323,3,54755,16742,182203323,342685
18321,3323,1,12985,16742,183213323,205240
1020,3324,1,1304729,132,10203324,62842
1020,3325,14,1304729,32,10203325,27825
1020,3326,25,1304729,68,10203326,22772
2220,3326,1,40657,68,22203326,595122
2521,3326,1,12200,68,25213326,625841
4220,3326,1,51830,68,42203326,372959
4522,3326,7,14604,68,45223326,388628
9220,3326,1,38446,68,92203326,97131
10320,3326,1,62590,68,103203326,105706
14320,3326,2,25422,68,143203326,175606
14722,3326,1,3495,68,147223326,200416
19220,3326,1,25477,68,192203326,263143
19521,3326,1,2341,68,195213326,265285
1020,3329,1,1304729,54,10203329,28112
1020,3421,493,1304729,16244,10203421,19940
2220,3421,2,40657,16244,22203421,565389
2521,3421,3,12200,16244,25213421,594476
2621,3421,1,2531,16244,26213421,577459
4220,3421,8,51830,16244,42203421,372259
4966,3421,1,70,16244,49663421,335581
5320,3421,3,26231,16244,53203421,176665
5321,3421,1,18041,16244,53213421,232812
5323,3421,3,12816,16244,53233421,145200
5422,3421,1,10085,16244,54223421,130486
5423,3421,3,9857,16244,54233421,252801
5824,3421,1,353,16244,58243421,111594
5960,3421,1,107,16244,59603421,128430
6220,3421,1,34368,16244,62203421,156700
6421,3421,8,7176,16244,64213421,178350
6621,3421,1,1084,16244,66213421,243918
6622,3421,2,1443,16244,66223421,268236
7320,3421,2,21429,16244,73203421,159021
7721,3421,1,918,16244,77213421,126097
8220,3421,12,33639,16244,82203421,69248
8421,3421,2,6130,16244,84213421,113185
8521,3421,1,2402,16244,85213421,96456
8621,3421,2,1202,16244,86213421,55571
8622,3421,2,2398,16244,86223421,82051
8623,3421,1,1849,16244,86233421,40764
8723,3421,3,747,16244,87233421,88746
9220,3421,1,38446,16244,92203421,110678
9622,3421,3,2825,16244,96223421,82296
9955,3421,1,149,16244,99553421,95635
10320,3421,5,62590,16244,103203421,137832
10321,3421,1,27471,16244,103213421,139385
10524,3421,5,9277,16244,105243421,141512
11120,3421,8,76412,16244,111203421,341540
12320,3421,4,24406,16244,123203421,285877
12421,3421,4,16756,16244,124213421,280161
13220,3421,13,64465,16244,132203421,471148
13522,3421,1,7235,16244,135223421,442818
14320,3421,1,25422,16244,143203421,207732
14521,3421,9,9675,16244,145213421,327671
14962,3421,1,823,16244,149623421,300951
15120,3421,12,104011,16244,151203421,455631
15522,3421,1,1926,16244,155223421,536809
15823,3421,2,212,16244,158233421,485515
16220,3421,3,36743,16244,162203421,65778
16521,3421,3,20239,16244,165213421,29338
16824,3421,5,6870,16244,168243421,35294
16825,3421,1,469,16244,168253421,37016
17220,3421,4,41974,16244,172203421,253983
17321,3421,6,17174,16244,173213421,256488
17521,3421,3,4600,16244,175213421,157409
17622,3421,3,2123,16244,176223421,217010
18220,3421,5,54755,16244,182203421,361143
19220,3421,7,25477,16244,192203421,275722
19790,3421,5,1694,16244,197903421,233869
19941,3421,1,68,16244,199413421,239799
1020,3422,153,1304729,7133,10203422,70782
2220,3422,5,40657,7133,22203422,530746
4220,3422,21,51830,7133,42203422,316209
4521,3422,3,3168,7133,45213422,276001
4522,3422,1,14604,7133,45223422,346565
5521,3422,1,3390,7133,55213422,219654
6220,3422,2,34368,7133,62203422,122057
6421,3422,4,7176,7133,64213422,122300
6790,3422,1,1124,7133,67903422,178814
7921,3422,1,261,7133,79213422,196689
8220,3422,16,33639,7133,82203422,34605
8421,3422,2,6130,7133,84213422,78542
8521,3422,2,2402,7133,85213422,40406
8621,3422,1,1202,7133,86213422,69703
8622,3422,4,2398,7133,86223422,26001
8624,3422,1,1852,7133,86243422,54236
8721,3422,7,1357,7133,87213422,69368
8790,3422,1,409,7133,87903422,178317
8821,3422,20,540,7133,88213422,8088
8823,3422,2,730,7133,88233422,46231
8825,3422,6,342,7133,88253422,52179
9220,3422,17,38446,7133,92203422,75001
9722,3422,1,553,7133,97223422,151961
10320,3422,6,62590,7133,103203422,133736
10321,3422,2,27471,7133,103213422,132717
10522,3422,1,6597,7133,105223422,103222
10523,3422,2,8830,7133,105233422,103864
11120,3422,5,76412,7133,111203422,329407
12320,3422,1,24406,7133,123203422,304213
13220,3422,4,64465,7133,132203422,436505
13621,3422,1,3698,7133,136213422,390017
16220,3422,1,36743,7133,162203422,84114
18220,3422,2,54755,7133,182203422,326500
18321,3422,3,12985,7133,183213422,189055
18695,3422,1,450,7133,186953422,311266
19220,3422,2,25477,7133,192203422,221080
1020,3521,1624,1304729,31650,10203521,22603
2220,3521,21,40657,31650,22203521,587787
2521,3521,4,12200,31650,25213521,617763
2522,3521,1,2659,31650,25223521,622037
2958,3521,2,790,31650,29583521,585344
4220,3521,27,51830,31650,42203521,365679
4522,3521,17,14604,31650,45223521,381781
5321,3521,7,18041,31650,53213521,250417
5323,3521,5,12816,31650,53233521,162805
5421,3521,3,10630,31650,54213521,138968
5521,3521,4,3390,31650,55213521,219333
5621,3521,1,3235,31650,56213521,139142
5622,3521,1,3716,31650,56223521,180594
5999,3521,2,56,31650,59993521,184052
6220,3521,7,34368,31650,62203521,179098
6421,3521,11,7176,31650,64213521,179396
6621,3521,3,1084,31650,66213521,247279
7320,3521,5,21429,31650,73203521,182308
8220,3521,5,33639,31650,82203521,91646
8421,3521,4,6130,31650,84213521,135583
8521,3521,2,2402,31650,85213521,87313
8621,3521,2,1202,31650,86213521,78858
8622,3521,2,2398,31650,86223521,72908
8723,3521,1,747,31650,87233521,111144
8724,3521,1,1030,31650,87243521,179979
9220,3521,11,38446,31650,92203521,90284
9521,3521,1,2203,31650,95213521,180646
9522,3521,3,5118,31650,95223521,227249
9622,3521,1,2825,31650,96223521,54938
10320,3521,12,62590,31650,103203521,109247
10321,3521,3,27471,31650,103213521,110800
10521,3521,3,2465,31650,105213521,144110
10522,3521,2,6597,31650,105223521,78733
10523,3521,11,8830,31650,105233521,77446
10524,3521,2,9277,31650,105243521,112927
10821,3521,4,8177,31650,108213521,106265
10828,3521,1,288,31650,108283521,63555
11120,3521,21,76412,31650,111203521,364827
11521,3521,1,5039,31650,115213521,350061
12320,3521,2,24406,31650,123203521,309164
12421,3521,8,16756,31650,124213521,303448
12621,3521,6,2450,31650,126213521,314360
12723,3521,1,598,31650,127233521,289251
13220,3521,30,64465,31650,132203521,493546
13521,3521,1,3788,31650,135213521,443320
13522,3521,7,7235,31650,135223521,465216
14320,3521,3,25422,31650,143203521,179147
14421,3521,2,7541,31650,144213521,234196
14521,3521,1,9675,31650,145213521,307277
14722,3521,1,3495,31650,147223521,203957
15120,3521,22,104011,31650,151203521,478918
15522,3521,1,1926,31650,155223521,560096
16220,3521,8,36743,31650,162203521,89065
16421,3521,2,10166,31650,164213521,69026
16521,3521,6,20239,31650,165213521,44563
16824,3521,10,6870,31650,168243521,50519
16827,3521,1,738,31650,168273521,83954
16929,3521,1,2585,31650,169293521,119949
17220,3521,9,41974,31650,172203521,277270
17321,3521,1,17174,31650,173213521,279775
18220,3521,22,54755,31650,182203521,383541
18321,3521,10,12985,31650,183213521,246096
18521,3521,1,3415,31650,185213521,356899
18695,3521,3,450,31650,186953521,368307
18723,3521,3,1037,31650,187233521,332304
18828,3521,1,1142,31650,188283521,390171
18980,3521,1,133,31650,189803521,369453
19220,3521,5,25477,31650,192203521,256296
19722,3521,5,1430,31650,197223521,318759
19790,3521,1,1694,31650,197903521,227289
1020,3523,598,1304729,9624,10203523,19478
2220,3523,14,40657,9624,22203523,595466
2521,3523,3,12200,9624,25213523,624728
4220,3523,11,51830,9624,42203523,374417
4521,3523,2,3168,9624,45213523,334209
4522,3523,4,14604,9624,45223523,390491
5320,3523,1,26231,9624,53203523,191222
5321,3523,1,18041,9624,53213523,247369
5323,3523,1,12816,9624,53233523,159757
5422,3523,1,10085,9624,54223523,145043
5522,3523,1,6632,9624,55223523,175889
5999,3523,1,56,9624,59993523,181004
6220,3523,12,34368,9624,62203523,186777
6521,3523,2,2692,9624,65213523,210032
6924,3523,1,29,9624,69243523,221360
7320,3523,7,21429,9624,73203523,189273
8220,3523,1,33639,9624,82203523,99325
8823,3523,1,730,9624,88233523,77075
9220,3523,2,38446,9624,92203523,98994
9721,3523,1,713,9624,97213523,196955
10320,3523,7,62590,9624,103203523,109669
10524,3523,1,9277,9624,105243523,113347
11120,3523,6,76412,9624,111203523,371792
12320,3523,12,24406,9624,123203523,316129
12421,3523,9,16756,9624,124213523,310413
12622,3523,6,1781,9624,126223523,362879
13220,3523,11,64465,9624,132203523,501225
13522,3523,2,7235,9624,135223523,472895
14320,3523,1,25422,9624,143203523,179569
14421,3523,3,7541,9624,144213523,234618
14521,3523,3,9675,9624,145213523,307891
14722,3523,1,3495,9624,147223523,204379
14923,3523,1,370,9624,149233523,310552
14962,3523,3,823,9624,149623523,272788
15120,3523,20,104011,9624,151203523,485883
15522,3523,3,1926,9624,155223523,567061
16220,3523,4,36743,9624,162203523,96030
16521,3523,1,20239,9624,165213523,41515
16824,3523,2,6870,9624,168243523,47471
16826,3523,1,1277,9624,168263523,86653
17220,3523,11,41974,9624,172203523,284235
18220,3523,5,54755,9624,182203523,391220
18521,3523,5,3415,9624,185213523,364578
18722,3523,1,2712,9624,187223523,446473
18963,3523,1,26,9624,189633523,388910
19220,3523,3,25477,9624,192203523,265006
19521,3523,1,2341,9624,195213523,266743
19522,3523,1,3810,9624,195223523,320005
1020,3524,293,1304729,6570,10203524,20853
2220,3524,3,40657,6570,22203524,582891
2521,3524,1,12200,6570,25213524,612867
4220,3524,2,51830,6570,42203524,364826
4521,3524,2,3168,6570,45213524,324618
5320,3524,1,26231,6570,53203524,191977
5321,3524,3,18041,6570,53213524,248124
6220,3524,3,34368,6570,62203524,174202
7320,3524,1,21429,6570,73203524,177412
8220,3524,5,33639,6570,82203524,86750
8622,3524,3,2398,6570,86223524,72055
9220,3524,1,38446,6570,92203524,92247
10320,3524,8,62590,6570,103203524,112734
10522,3524,1,6597,6570,105223524,82220
10523,3524,1,8830,6570,105233524,80933
11120,3524,7,76412,6570,111203524,359931
11521,3524,3,5039,6570,115213524,345165
12421,3524,9,16756,6570,124213524,298552
13220,3524,5,64465,6570,132203524,488650
13522,3524,6,7235,6570,135223524,460320
13621,3524,4,3698,6570,136213524,438634
14421,3524,1,7541,6570,144213524,237683
14422,3524,1,7645,6570,144223524,231233
14521,3524,1,9675,6570,145213524,309240
15120,3524,2,104011,6570,151203524,474022
16824,3524,1,6870,6570,168243524,48226
17220,3524,2,41974,6570,172203524,272374
17622,3524,3,2123,6570,176223524,235401
17823,3524,2,557,6570,178233524,212419
18220,3524,1,54755,6570,182203524,378645
18521,3524,1,3415,6570,185213524,352003
19220,3524,1,25477,6570,192203524,258259
19521,3524,1,2341,6570,195213524,257152
1020,3525,1498,1304729,15908,10203525,16987
2220,3525,60,40657,15908,22203525,598874
2521,3525,7,12200,15908,25213525,627961
2522,3525,3,2659,15908,25223525,632235
2621,3525,1,2531,15908,26213525,610944
2725,3525,2,1149,15908,27253525,538511
4220,3525,11,51830,15908,42203525,378763
4521,3525,2,3168,15908,45213525,338555
4924,3525,3,272,15908,49243525,308366
5320,3525,2,26231,15908,53203525,188486
5323,3525,15,12816,15908,53233525,157021
5522,3525,1,6632,15908,55223525,173153
5622,3525,2,3716,15908,56223525,185533
5999,3525,1,56,15908,59993525,178268
6220,3525,14,34368,15908,62203525,190185
6421,3525,4,7176,15908,64213525,192480
6790,3525,1,1124,15908,67903525,241368
7320,3525,4,21429,15908,73203525,192506
8220,3525,3,33639,15908,82203525,102733
8521,3525,3,2402,15908,85213525,100397
8624,3525,2,1852,15908,86243525,96026
9220,3525,12,38446,15908,92203525,103340
9521,3525,1,2203,15908,95213525,193730
9622,3525,1,2825,15908,96223525,67842
9722,3525,1,553,15908,97223525,204229
10320,3525,10,62590,15908,103203525,112291
10321,3525,2,27471,15908,103213525,113844
10522,3525,1,6597,15908,105223525,81777
10523,3525,1,8830,15908,105233525,80482
10524,3525,5,9277,15908,105243525,115967
10830,3525,1,9819,15908,108303525,110049
10944,3525,1,2838,15908,109443525,95911
10947,3525,1,149,15908,109473525,125347
11120,3525,9,76412,15908,111203525,375025
11821,3525,1,115,15908,118213525,341996
11827,3525,3,1094,15908,118273525,364042
11894,3525,1,122,15908,118943525,353104
12320,3525,5,24406,15908,123203525,313846
12421,3525,11,16756,15908,124213525,313646
12621,3525,4,2450,15908,126213525,319042
12797,3525,3,779,15908,127973525,350614
13220,3525,12,64465,15908,132203525,504633
13521,3525,1,3788,15908,135213525,454407
14320,3525,4,25422,15908,143203525,182191
14521,3525,3,9675,15908,145213525,310513
14823,3525,1,510,15908,148233525,288515
15120,3525,24,104011,15908,151203525,489116
15523,3525,3,2762,15908,155233525,544212
15832,3525,1,270,15908,158323525,544069
15959,3525,1,171,15908,159593525,481019
16220,3525,1,36743,15908,162203525,99263
16421,3525,3,10166,15908,164213525,63242
16521,3525,3,20239,15908,165213525,38779
16824,3525,3,6870,15908,168243525,44685
17220,3525,8,41974,15908,172203525,281952
17321,3525,1,17174,15908,173213525,275401
17722,3525,2,998,15908,177223525,199577
18220,3525,15,54755,15908,182203525,394628
18321,3525,6,12985,15908,183213525,257183
18980,3525,1,133,15908,189803525,380540
19220,3525,5,25477,15908,192203525,269352
19521,3525,1,2341,15908,195213525,271089
19522,3525,2,3810,15908,195223525,324351
1020,3526,68,1304729,3727,10203526,44198
2220,3526,1,40657,3727,22203526,557263
4220,3526,1,51830,3727,42203526,342726
4821,3526,2,1511,3727,48213526,400189
6220,3526,1,34368,3727,62203526,148574
8421,3526,1,6130,3727,84213526,105059
8721,3526,1,1357,3727,87213526,95885
8821,3526,3,540,3727,88213526,34605
8933,3526,1,396,3727,89333526,53304
10320,3526,2,62590,3727,103203526,123928
12421,3526,1,16756,3727,124213526,285631
15120,3526,3,104011,3727,151203526,461101
16220,3526,7,36743,3727,162203526,71248
18220,3526,1,54755,3727,182203526,353017
19220,3526,1,25477,3727,192203526,247597
19521,3526,2,2341,3727,195213526,235052
1020,3527,174,1304729,6132,10203527,25760
2220,3527,9,40657,6132,22203527,571871
2521,3527,1,12200,6132,25213527,601847
4220,3527,2,51830,6132,42203527,361189
5320,3527,1,26231,6132,53203527,184036
5321,3527,1,18041,6132,53213527,240183
6421,3527,6,7176,6132,64213527,167280
7320,3527,2,21429,6132,73203527,166392
8521,3527,2,2402,6132,85213527,83505
8721,3527,1,1357,6132,87213527,114348
8722,3527,2,835,6132,87223527,147531
8824,3527,1,810,6132,88243527,57793
8940,3527,1,170,6132,89403527,107291
9220,3527,2,38446,6132,92203527,93606
10320,3527,2,62590,6132,103203527,120364
10524,3527,3,9277,6132,105243527,124044
10833,3527,1,3146,6132,108333527,127737
11120,3527,3,76412,6132,111203527,348911
13220,3527,1,64465,6132,132203527,477630
13621,3527,2,3698,6132,136213527,434997
13830,3527,1,295,6132,138303527,452159
14320,3527,1,25422,6132,143203527,190264
14521,3527,1,9675,6132,145213527,310599
14622,3527,1,1022,6132,146223527,201466
16220,3527,2,36743,6132,162203527,73149
16824,3527,3,6870,6132,168243527,49225
17220,3527,7,41974,6132,172203527,261354
18220,3527,1,54755,6132,182203527,367625
1020,3528,94,1304729,5089,10203528,70482
8220,3528,2,33639,5089,82203528,54009
8421,3528,1,6130,5089,84213528,97946
8521,3528,7,2402,5089,85213528,33062
8622,3528,15,2398,5089,86223528,18657
8624,3528,1,1852,5089,86243528,73640
8721,3528,3,1357,5089,87213528,64587
9220,3528,13,38446,5089,92203528,55622
9521,3528,1,2203,5089,95213528,126395
9522,3528,1,5118,5089,95223528,184111
9622,3528,2,2825,5089,96223528,49203
9932,3528,1,49,5089,99323528,54647
9955,3528,1,149,5089,99553528,31235
10320,3528,5,62590,5089,103203528,114798
10522,3528,1,6597,5089,105223528,84284
10523,3528,2,8830,5089,105233528,84926
10524,3528,1,9277,5089,105243528,118478
10924,3528,2,1973,5089,109243528,116227
14320,3528,1,25422,5089,143203528,165106
18220,3528,1,54755,5089,182203528,345904
19896,3528,1,133,5089,198963528,155646
1020,3529,561,1304729,9813,10203529,15296
2220,3529,13,40657,9813,22203529,581239
2521,3529,12,12200,9813,25213529,611215
4220,3529,7,51830,9813,42203529,368035
5320,3529,1,26231,9813,53203529,186420
5421,3529,2,10630,9813,54213529,131118
5423,3529,1,9857,9813,54233529,262556
5622,3529,1,3716,9813,56223529,174046
6220,3529,1,34368,9813,62203529,172550
8220,3529,7,33639,9813,82203529,85098
8421,3529,3,6130,9813,84213529,129035
8624,3529,1,1852,9813,86243529,78391
8821,3529,4,540,9813,88213529,64574
8823,3529,1,730,9813,88233529,62848
9220,3529,4,38446,9813,92203529,99752
10320,3529,5,62590,9813,103203529,120799
10524,3529,2,9277,9813,105243529,124479
11120,3529,3,76412,9813,111203529,358279
11621,3529,1,2853,9813,116213529,408649
12320,3529,1,24406,9813,123203529,302616
12421,3529,2,16756,9813,124213529,296900
12797,3529,5,779,9813,127973529,333868
13220,3529,10,64465,9813,132203529,486998
13521,3529,2,3788,9813,135213529,436772
13522,3529,1,7235,9813,135223529,458668
14421,3529,1,7541,9813,144213529,245748
14521,3529,2,9675,9813,145213529,316745
14722,3529,2,3495,9813,147223529,215509
14923,3529,1,370,9813,149233529,321682
15120,3529,6,104011,9813,151203529,472370
16824,3529,1,6870,9813,168243529,42669
17521,3529,1,4600,9813,175213529,174148
17721,3529,1,783,9813,177213529,218171
17823,3529,1,557,9813,178233529,210767
18220,3529,3,54755,9813,182203529,376993
18695,3529,2,450,9813,186953529,361759
19220,3529,1,25477,9813,192203529,264814
19521,3529,1,2341,9813,195213529,260361
19723,3529,1,1199,9813,197233529,260968
1020,3530,639,1304729,9295,10203530,15973
2220,3530,13,40657,9295,22203530,586416
2521,3530,5,12200,9295,25213530,616392
2830,3530,1,1642,9295,28303530,582887
4220,3530,12,51830,9295,42203530,369513
4522,3530,2,14604,9295,45223530,388491
5321,3530,1,18041,9295,53213530,243244
5421,3530,1,10630,9295,54213530,131795
5521,3530,1,3390,9295,55213530,212160
5999,3530,1,56,9295,59993530,176879
6220,3530,4,34368,9295,62203530,177727
6724,3530,2,1094,9295,67243530,181449
6790,3530,1,1124,9295,67903530,232118
7721,3530,2,918,9295,77213530,148013
8220,3530,2,33639,9295,82203530,90275
8421,3530,1,6130,9295,84213530,134212
8721,3530,1,1357,9295,87213530,122672
9220,3530,3,38446,9295,92203530,96994
10320,3530,6,62590,9295,103203530,115373
10321,3530,1,27471,9295,103213530,116926
10523,3530,1,8830,9295,105233530,83572
10524,3530,2,9277,9295,105243530,119053
10944,3530,1,2838,9295,109443530,98993
11120,3530,8,76412,9295,111203530,363456
11935,3530,1,137,9295,119353530,336375
12320,3530,3,24406,9295,123203530,307793
12421,3530,1,16756,9295,124213530,302077
13220,3530,12,64465,9295,132203530,492175
13522,3530,2,7235,9295,135223530,463845
15120,3530,2,104011,9295,151203530,477547
15522,3530,1,1926,9295,155223530,558725
15965,3530,1,481,9295,159653530,495957
16220,3530,1,36743,9295,162203530,87694
16421,3530,1,10166,9295,164213530,61853
16521,3530,2,20239,9295,165213530,37390
16824,3530,1,6870,9295,168243530,43346
17220,3530,8,41974,9295,172203530,275899
18220,3530,7,54755,9295,182203530,382170
18321,3530,2,12985,9295,183213530,244725
18937,3530,1,240,9295,189373530,381681
1020,3621,508,1304729,5562,10203621,45635
2220,3621,9,40657,5562,22203621,592437
4220,3621,1,51830,5562,42203621,354252
4521,3621,4,3168,5562,45213621,323369
4522,3621,1,14604,5562,45223621,367939
5320,3621,5,26231,5562,53203621,217379
5321,3621,6,18041,5562,53213621,273526
5323,3621,2,12816,5562,53233621,185914
5521,3621,1,3390,5562,55213621,242442
6220,3621,1,34368,5562,62203621,183748
7320,3621,3,21429,5562,73203621,206142
8220,3621,12,33639,5562,82203621,96296
8421,3621,3,6130,5562,84213621,140233
8521,3621,1,2402,5562,85213621,85211
8721,3621,2,1357,5562,87213621,116736
9220,3621,6,38446,5562,92203621,76442
9622,3621,1,2825,5562,96223621,39119
9955,3621,3,149,5562,99553621,67802
10320,3621,14,62590,5562,103203621,83328
10321,3621,1,27471,5562,103213621,84881
10523,3621,2,8830,5562,105233621,51528
10524,3621,5,9277,5562,105243621,87008
10956,3621,1,750,5562,109563621,73442
11120,3621,11,76412,5562,111203621,388661
11521,3621,1,5039,5562,115213621,370483
12320,3621,11,24406,5562,123203621,332998
12421,3621,1,16756,5562,124213621,327282
13220,3621,13,64465,5562,132203621,498196
14320,3621,1,25422,5562,143203621,153228
14521,3621,1,9675,5562,145213621,281550
14722,3621,3,3495,5562,147223621,178038
14923,3621,1,370,5562,149233621,284211
15120,3621,8,104011,5562,151203621,502752
16220,3621,4,36743,5562,162203621,112899
16421,3621,3,10166,5562,164213621,92135
16621,3621,1,2604,5562,166213621,97440
16824,3621,8,6870,5562,168243621,73628
16826,3621,2,1277,5562,168263621,112810
16925,3621,2,517,5562,169253621,86391
17220,3621,1,41974,5562,172203621,301104
18220,3621,2,54755,5562,182203621,388191
18722,3621,1,2712,5562,187223621,443444
18834,3621,2,298,5562,188343621,395685
19220,3621,7,25477,5562,192203621,242454
1020,3622,27,1304729,2274,10203622,47203
6220,3622,2,34368,2274,62203622,181327
8622,3622,1,2398,2274,86223622,68385
8721,3622,2,1357,2274,87213622,114315
9220,3622,4,38446,2274,92203622,75426
10940,3622,2,944,2274,109403622,40685
11521,3622,1,5039,2274,115213622,368062
12421,3622,2,16756,2274,124213622,324861
14622,3622,3,1022,2274,146223622,183286
15120,3622,2,104011,2274,151203622,500331
17220,3622,3,41974,2274,172203622,298683
18220,3622,1,54755,2274,182203622,385770
1020,3624,31,1304729,2508,10203624,30953
2522,3624,1,2659,2508,25223624,587367
5320,3624,1,26231,2508,53203624,165282
5321,3624,3,18041,2508,53213624,221429
5323,3624,1,12816,2508,53233624,133817
6721,3624,1,976,2508,67213624,191317
8220,3624,1,33639,2508,82203624,65915
8621,3624,2,1202,2508,86213624,44188
8622,3624,5,2398,2508,86223624,84202
8821,3624,2,540,2508,88213624,66289
10320,3624,5,62590,2508,103203624,153434
10524,3624,1,9277,2508,105243624,157114
11120,3624,1,76412,2508,111203624,330157
11929,3624,6,197,2508,119293624,379480
13521,3624,4,3788,2508,135213624,417589
14320,3624,1,25422,2508,143203624,223334
14521,3624,2,9675,2508,145213624,340263
15120,3624,4,104011,2508,151203624,444248
15522,3624,2,1926,2508,155223624,525426
15721,3624,2,305,2508,157213624,466661
16220,3624,2,36743,2508,162203624,54395
16521,3624,1,20239,2508,165213624,36243
16822,3624,1,222,2508,168223624,75478
18695,3624,1,450,2508,186953624,342576
1020,3625,44,1304729,4199,10203625,34687
2220,3625,1,40657,4199,22203625,582912
4621,3625,1,1122,4199,46213625,270786
4821,3625,1,1511,4199,48213625,415261
5321,3625,3,18041,4199,53213625,262501
5423,3625,3,9857,4199,54233625,282490
6220,3625,2,34368,4199,62203625,174223
8622,3625,1,2398,4199,86223625,65027
8722,3625,2,835,4199,87223625,154717
9220,3625,6,38446,4199,92203625,79505
9622,3625,2,2825,4199,96223625,43693
9722,3625,1,553,4199,97223625,180394
10320,3625,3,62590,4199,103203625,99229
10522,3625,1,6597,4199,105223625,68715
10828,3625,1,288,4199,108283625,54663
12421,3625,4,16756,4199,124213625,310158
15120,3625,1,104011,4199,151203625,485628
16220,3625,7,36743,4199,162203625,95775
16824,3625,2,6870,4199,168243625,62603
17521,3625,1,4600,4199,175213625,187406
17721,3625,4,783,4199,177213625,231429
18220,3625,1,54755,4199,182203625,378666
18521,3625,1,3415,4199,185213625,352024
19220,3625,1,25477,4199,192203625,245517
1020,3626,9,1304729,2109,10203626,71265
6621,3626,2,1084,2109,66213626,225307
8721,3626,1,1357,2109,87213626,83557
8825,3626,1,342,2109,88253626,63805
9220,3626,5,38446,2109,92203626,42176
9622,3626,1,2825,2109,96223626,27044
14521,3626,1,9675,2109,145213626,259169
14823,3626,1,510,2109,148233626,239791
16421,3626,1,10166,2109,164213626,117145
18521,3626,4,3415,2109,185213626,341101
18925,3626,1,42,2109,189253626,301388
1020,3627,1102,1304729,7896,10203627,49463
2220,3627,16,40657,7896,22203627,596022
4220,3627,7,51830,7896,42203627,350243
4521,3627,2,3168,7896,45213627,326275
4522,3627,2,14604,7896,45223627,363930
5320,3627,2,26231,7896,53203627,221207
5321,3627,6,18041,7896,53213627,277354
5422,3627,4,10085,7896,54223627,175028
5522,3627,5,6632,7896,55223627,205874
5622,3627,2,3716,7896,56223627,208013
5831,3627,2,999,7896,58313627,224859
6220,3627,8,34368,7896,62203627,187333
7320,3627,5,21429,7896,73203627,209727
8220,3627,11,33639,7896,82203627,99881
8721,3627,2,1357,7896,87213627,119642
8991,3627,1,83,7896,89913627,156952
9220,3627,13,38446,7896,92203627,72433
9522,3627,1,5118,7896,95223627,209398
9621,3627,2,1626,7896,96213627,136039
9622,3627,9,2825,7896,96223627,35110
10320,3627,22,62590,7896,103203627,79296
10321,3627,2,27471,7896,103213627,80849
10522,3627,1,6597,7896,105223627,48782
10523,3627,5,8830,7896,105233627,47487
10524,3627,1,9277,7896,105243627,82972
10828,3627,2,288,7896,108283627,33596
10829,3627,1,61,7896,108293627,32030
10925,3627,1,956,7896,109253627,75263
10945,3627,2,241,7896,109453627,39528
11120,3627,3,76412,7896,111203627,392246
11521,3627,3,5039,7896,115213627,374068
