loc_origen,loc_destino,personas_mig,pobl_origen,pobl_destino,cod,distancia_m,geom_ori,geom_des
5521,17952,6,3390,131,552117952,16899,POINT (425254.2145107206 6244548.931422319),POINT (427137.1160928958 6256400.573854005)
8220,17952,1,33639,131,822017952,195786,POINT (571771.8401191942 6226149.775983537),POINT (427137.1160928958 6256400.573854005)
18829,17952,1,510,131,1882917952,339093,POINT (596821.070765479 6480537.289271533),POINT (427137.1160928958 6256400.573854005)
18990,17952,2,51,131,1899017952,457336,POINT (685086.2416259125 6462661.033085929),POINT (427137.1160928958 6256400.573854005)
1020,17993,1,1304729,111,102017993,204040,POINT (573082.2484702046 6145008.43370907),POINT (426008.8321136814 6256001.453923797)
16824,17993,7,6870,111,1682417993,176261,POINT (549963.6031783884 6155823.292895289),POINT (426008.8321136814 6256001.453923797)
1020,18220,867,1304729,54755,102018220,379469,POINT (573082.2484702046 6145008.43370907),POINT (596426.0428719386 6490529.903923135)
3221,18220,27,71258,54755,322118220,366362,POINT (571815.1381244587 6157813.988089516),POINT (596426.0428719386 6490529.903923135)
3320,18220,19,19865,54755,332018220,342899,POINT (565955.6405053993 6179409.202056422),POINT (596426.0428719386 6490529.903923135)
3321,18220,1,20524,54755,332118220,369591,POINT (570666.0469444469 6153926.677853951),POINT (596426.0428719386 6490529.903923135)
3322,18220,16,25947,54755,332218220,378912,POINT (594619.1628683957 6157118.214678776),POINT (596426.0428719386 6490529.903923135)
3323,18220,6,16742,54755,332318220,342685,POINT (556468.9904573727 6186643.790688833),POINT (596426.0428719386 6490529.903923135)
3421,18220,3,16244,54755,342118220,361143,POINT (571422.0096265917 6162788.050535546),POINT (596426.0428719386 6490529.903923135)
3621,18220,3,5562,54755,362118220,388191,POINT (613631.1844891007 6152548.397836315),POINT (596426.0428719386 6490529.903923135)
3631,18220,1,4397,54755,363118220,378440,POINT (583281.2078731833 6155365.628785741),POINT (596426.0428719386 6490529.903923135)
3729,18220,4,8626,54755,372918220,391291,POINT (606133.0393047305 6151327.95857721),POINT (596426.0428719386 6490529.903923135)
3732,18220,9,18573,54755,373218220,392130,POINT (594448.8143284387 6145604.621110858),POINT (596426.0428719386 6490529.903923135)
3828,18220,11,21091,54755,382818220,392133,POINT (600169.0660007594 6149058.795812866),POINT (596426.0428719386 6490529.903923135)
3830,18220,1,4724,54755,383018220,390250,POINT (604677.5426081594 6151288.533430437),POINT (596426.0428719386 6490529.903923135)
4220,18220,34,51830,54755,422018220,202004,POINT (766475.5195453273 6415360.379009241),POINT (596426.0428719386 6490529.903923135)
4522,18220,10,14604,54755,452218220,289812,POINT (839046.0861133797 6388193.206929483),POINT (596426.0428719386 6490529.903923135)
5320,18220,6,26231,54755,532018220,397480,POINT (422937.9810020199 6187566.893377856),POINT (596426.0428719386 6490529.903923135)
6220,18220,14,34368,54755,622018220,205059,POINT (544395.6968756896 6306205.764611009),POINT (596426.0428719386 6490529.903923135)
7721,18220,1,918,54755,772118220,301762,POINT (491662.4149445419 6242035.962422337),POINT (596426.0428719386 6490529.903923135)
8220,18220,15,33639,54755,822018220,292878,POINT (571771.8401191942 6226149.775983537),POINT (596426.0428719386 6490529.903923135)
9220,18220,13,38446,54755,922018220,401464,POINT (661451.1977671548 6194686.506299259),POINT (596426.0428719386 6490529.903923135)
9522,18220,3,5118,54755,952218220,306512,POINT (729009.06491 6295613.887045726),POINT (596426.0428719386 6490529.903923135)
10320,18220,10,62590,54755,1032018220,460199,POINT (687553.5499826567 6136432.37380928),POINT (596426.0428719386 6490529.903923135)
10321,18220,6,27471,54755,1032118220,459180,POINT (690360.4399311694 6148353.881728973),POINT (596426.0428719386 6490529.903923135)
10522,18220,1,6597,54755,1052218220,429685,POINT (662119.7836328691 6150716.66988565),POINT (596426.0428719386 6490529.903923135)
10524,18220,1,9277,54755,1052418220,463879,POINT (688889.8077629332 6131313.453030547),POINT (596426.0428719386 6490529.903923135)
11120,18220,51,76412,54755,1112018220,234705,POINT (398432.2411582735 6423719.024001375),POINT (596426.0428719386 6490529.903923135)
11521,18220,7,5039,54755,1152118220,162467,POINT (481314.2457502442 6419794.239705266),POINT (596426.0428719386 6490529.903923135)
11953,18220,3,700,54755,1195318220,160198,POINT (454813.2828538485 6472247.131024588),POINT (596426.0428719386 6490529.903923135)
12320,18220,10,24406,54755,1232018220,320767,POINT (378827.4881471876 6333913.219373153),POINT (596426.0428719386 6490529.903923135)
12421,18220,15,16756,54755,1242118220,225411,POINT (439932.1564416874 6381387.888885491),POINT (596426.0428719386 6490529.903923135)
13220,18220,201,64465,54755,1322018220,111011,POINT (636661.5683717782 6578777.675353965),POINT (596426.0428719386 6490529.903923135)
13521,18220,75,3788,54755,1352118220,60785,POINT (644740.8046339573 6505804.0419),POINT (596426.0428719386 6490529.903923135)
13522,18220,43,7235,54755,1352218220,82681,POINT (617966.4689693986 6548396.300525547),POINT (596426.0428719386 6490529.903923135)
13621,18220,7,3698,54755,1362118220,143163,POINT (718547.9604310859 6481880.546584849),POINT (596426.0428719386 6490529.903923135)
13824,18220,1,128,54755,1382418220,104422,POINT (675112.5183811188 6516548.117300587),POINT (596426.0428719386 6490529.903923135)
13943,18220,2,240,54755,1394318220,111820,POINT (594841.5170564686 6560716.544260313),POINT (596426.0428719386 6490529.903923135)
14320,18220,6,25422,54755,1432018220,445313,POINT (745519.4398337225 6181462.080838162),POINT (596426.0428719386 6490529.903923135)
14521,18220,1,9675,54755,1452118220,428737,POINT (828315.7510059284 6265725.536893765),POINT (596426.0428719386 6490529.903923135)
15120,18220,69,104011,54755,1512018220,216719,POINT (410765.2865832467 6526683.944983927),POINT (596426.0428719386 6490529.903923135)
15831,18220,1,210,54755,1583118220,136923,POINT (574879.4711313264 6571359.572889333),POINT (596426.0428719386 6490529.903923135)
15949,18220,1,733,54755,1594918220,153093,POINT (497748.6499938965 6559607.076508036),POINT (596426.0428719386 6490529.903923135)
15971,18220,1,101,54755,1597118220,159550,POINT (529812.2040088469 6560507.912597492),POINT (596426.0428719386 6490529.903923135)
16220,18220,19,36743,54755,1622018220,324294,POINT (526358.5499632334 6200292.109874669),POINT (596426.0428719386 6490529.903923135)
16824,18220,6,6870,54755,1682418220,383669,POINT (549963.6031783884 6155823.292895289),POINT (596426.0428719386 6490529.903923135)
17220,18220,14,41974,54755,1722018220,317389,POINT (404000.1472399235 6319963.324545297),POINT (596426.0428719386 6490529.903923135)
19220,18220,4,25477,54755,1922018220,277647,POINT (743905.4063065499 6319913.058989554),POINT (596426.0428719386 6490529.903923135)
19521,18220,2,2341,54755,1952118220,246954,POINT (692642.1942403101 6355532.125027264),POINT (596426.0428719386 6490529.903923135)
19522,18220,2,3810,54755,1952218220,286399,POINT (785943.6064701986 6350748.286659464),POINT (596426.0428719386 6490529.903923135)
3524,18220,2,6570,54755,352418220,378645,POINT (588539.0847697624 6155810.673894328),POINT (596426.0428719386 6490529.903923135)
5621,18220,2,3235,54755,562118220,353876,POINT (475431.2703850165 6199675.686454285),POINT (596426.0428719386 6490529.903923135)
11621,18220,1,2853,54755,1162118220,208109,POINT (414734.1139299477 6466316.903838689),POINT (596426.0428719386 6490529.903923135)
11924,18220,2,50,54755,1192418220,196797,POINT (431416.5811109021 6496607.196638905),POINT (596426.0428719386 6490529.903923135)
15822,18220,1,345,54755,1582218220,134171,POINT (488011.3884135092 6539674.570824698),POINT (596426.0428719386 6490529.903923135)
15830,18220,1,67,54755,1583018220,70053,POINT (557607.7561290966 6531632.124500403),POINT (596426.0428719386 6490529.903923135)
15965,18220,1,481,54755,1596518220,141469,POINT (481046.9068480042 6539021.837204755),POINT (596426.0428719386 6490529.903923135)
10942,18220,5,339,54755,1094218220,470090,POINT (695869.4628988202 6134959.119635994),POINT (596426.0428719386 6490529.903923135)
5323,18220,2,12816,54755,532318220,375009,POINT (459139.5927728665 6190793.685035946),POINT (596426.0428719386 6490529.903923135)
2220,18220,54,40657,54755,222018220,205252,POINT (549273.2185291488 6633915.062681103),POINT (596426.0428719386 6490529.903923135)
2521,18220,13,12200,54755,252118220,299984,POINT (442454.6709403042 6652273.541484571),POINT (596426.0428719386 6490529.903923135)
2621,18220,1,2531,54755,262118220,242326,POINT (468458.2698047662 6601361.866908336),POINT (596426.0428719386 6490529.903923135)
5421,18220,5,10630,54755,542118220,347589,POINT (478168.5305876654 6204951.642408893),POINT (596426.0428719386 6490529.903923135)
6421,18220,1,7176,54755,642118220,275567,POINT (627784.2920031943 6310678.606575608),POINT (596426.0428719386 6490529.903923135)
6521,18220,1,2692,54755,652118220,236311,POINT (592839.3093727244 6321959.922709245),POINT (596426.0428719386 6490529.903923135)
7320,18220,7,21429,54755,732018220,245456,POINT (509325.207006696 6290894.511013233),POINT (596426.0428719386 6490529.903923135)
8421,18220,4,6130,54755,842118220,248322,POINT (562219.4444580078 6268197.953743277),POINT (596426.0428719386 6490529.903923135)
8521,18220,4,2402,54755,852118220,360625,POINT (624721.8532162895 6225931.051488832),POINT (596426.0428719386 6490529.903923135)
8622,18220,1,2398,54755,862218220,346220,POINT (616338.3934514923 6215178.131054383),POINT (596426.0428719386 6490529.903923135)
9621,18220,5,1626,54755,962118220,380537,POINT (705646.247314009 6230826.069853771),POINT (596426.0428719386 6490529.903923135)
9622,18220,2,2825,54755,962218220,394604,POINT (641322.7795995863 6170500.73085683),POINT (596426.0428719386 6490529.903923135)
10523,18220,9,8830,54755,1052318220,430327,POINT (657440.4134131686 6140585.850172019),POINT (596426.0428719386 6490529.903923135)
11929,18220,1,197,54755,1192918220,133291,POINT (475223.5389074319 6470202.532798264),POINT (596426.0428719386 6490529.903923135)
12622,18220,4,1781,54755,1262218220,273345,POINT (393905.5231585477 6385209.225305676),POINT (596426.0428719386 6490529.903923135)
16421,18220,5,10166,54755,1642118220,364458,POINT (534837.1989801188 6167194.584904742),POINT (596426.0428719386 6490529.903923135)
16521,18220,2,20239,54755,1652118220,387190,POINT (555018.4629707721 6153245.870032378),POINT (596426.0428719386 6490529.903923135)
17321,18220,1,17174,54755,1732118220,354706,POINT (387010.9538811051 6289104.708993559),POINT (596426.0428719386 6490529.903923135)
17521,18220,1,4600,54755,1752118220,306109,POINT (465887.5965250221 6252457.935595442),POINT (596426.0428719386 6490529.903923135)
19790,18220,1,1694,54755,1979018220,277885,POINT (674579.0466525997 6335088.438625429),POINT (596426.0428719386 6490529.903923135)
4521,18220,2,3168,54755,452118220,179377,POINT (732245.5413948093 6400012.874493182),POINT (596426.0428719386 6490529.903923135)
6622,18220,2,1443,54755,662218220,304586,POINT (632874.0825745394 6378089.243038225),POINT (596426.0428719386 6490529.903923135)
14722,18220,2,3495,54755,1472218220,469982,POINT (759156.117270987 6162030.121972485),POINT (596426.0428719386 6490529.903923135)
10956,18220,1,750,54755,1095618220,450313,POINT (678684.289686773 6137947.438714273),POINT (596426.0428719386 6490529.903923135)
5522,18220,4,6632,54755,552218220,368752,POINT (443315.8507838796 6208057.34327494),POINT (596426.0428719386 6490529.903923135)
6790,18220,1,1124,54755,679018220,277604,POINT (674107.909881202 6336263.985088993),POINT (596426.0428719386 6490529.903923135)
7921,18220,1,261,54755,792118220,252569,POINT (487827.8241195392 6330283.136094937),POINT (596426.0428719386 6490529.903923135)
5999,18220,1,56,54755,599918220,393585,POINT (432213.0417039666 6189852.899434038),POINT (596426.0428719386 6490529.903923135)
8724,18220,1,1030,54755,872418220,324868,POINT (671739.9774263226 6294585.92455144),POINT (596426.0428719386 6490529.903923135)
9721,18220,4,713,54755,972118220,346355,POINT (707258.56819637 6264536.351053253),POINT (596426.0428719386 6490529.903923135)
11821,18220,5,115,54755,1182118220,91482,POINT (548875.6589802945 6434372.520284578),POINT (596426.0428719386 6490529.903923135)
11894,18220,6,122,54755,1189418220,63412,POINT (565120.4740991503 6450361.726660585),POINT (596426.0428719386 6490529.903923135)
4821,18220,1,1511,54755,482118220,204516,POINT (768341.215 6470274.823),POINT (596426.0428719386 6490529.903923135)
14622,18220,1,1022,54755,1462218220,390805,POINT (751075.5975000882 6230835.396546395),POINT (596426.0428719386 6490529.903923135)
11695,18220,13,1111,54755,1169518220,37801,POINT (571384.1367801171 6472379.176419899),POINT (596426.0428719386 6490529.903923135)
10948,18220,1,234,54755,1094818220,448989,POINT (673226.270132313 6139630.439647982),POINT (596426.0428719386 6490529.903923135)
3721,18220,1,1047,54755,372118220,350091,POINT (555806.777572514 6179942.837943138),POINT (596426.0428719386 6490529.903923135)
3831,18220,4,8066,54755,383118220,392513,POINT (592717.6448864141 6144709.386422962),POINT (596426.0428719386 6490529.903923135)
3523,18220,1,9624,54755,352318220,391220,POINT (589348.7665842462 6146607.870809368),POINT (596426.0428719386 6490529.903923135)
3628,18220,4,1973,54755,362818220,343227,POINT (595365.9654325242 6188588.491647155),POINT (596426.0428719386 6490529.903923135)
3723,18220,4,1305,54755,372318220,351656,POINT (568442.8092429305 6171555.879830467),POINT (596426.0428719386 6490529.903923135)
3733,18220,1,4307,54755,373318220,386986,POINT (591970.5366392424 6149665.033790103),POINT (596426.0428719386 6490529.903923135)
13823,18220,1,107,54755,1382318220,108986,POINT (656271.9205753502 6546551.387642229),POINT (596426.0428719386 6490529.903923135)
3528,18220,1,5089,54755,352818220,345904,POINT (613552.196983618 6199089.643285227),POINT (596426.0428719386 6490529.903923135)
3730,18220,1,1489,54755,373018220,350468,POINT (584281.6761985368 6187505.922711753),POINT (596426.0428719386 6490529.903923135)
3731,18220,2,90,54755,373118220,392402,POINT (588498.5062375932 6145025.705613431),POINT (596426.0428719386 6490529.903923135)
4949,18220,5,439,54755,494918220,309570,POINT (850273.5648474651 6371111.987119211),POINT (596426.0428719386 6490529.903923135)
15957,18220,7,64,54755,1595718220,76939,POINT (536396.9735744544 6497416.099278448),POINT (596426.0428719386 6490529.903923135)
11825,18220,4,331,54755,1182518220,218300,POINT (405177.9161165463 6436155.806706778),POINT (596426.0428719386 6490529.903923135)
11958,18220,2,135,54755,1195818220,203392,POINT (419811.8798119274 6455710.943293933),POINT (596426.0428719386 6490529.903923135)
3993,18220,1,806,54755,399318220,386634,POINT (594026.9251646516 6150382.143700114),POINT (596426.0428719386 6490529.903923135)
5829,18220,4,60,54755,582918220,378006,POINT (414299.7845427862 6213094.321044549),POINT (596426.0428719386 6490529.903923135)
13832,18220,2,359,54755,1383218220,88996,POINT (671145.4926904192 6482216.008420627),POINT (596426.0428719386 6490529.903923135)
15973,18220,1,88,54755,1597318220,95493,POINT (524537.8171571263 6525747.496163165),POINT (596426.0428719386 6490529.903923135)
1020,18321,260,1304729,12985,102018321,242024,POINT (573082.2484702046 6145008.43370907),POINT (545108.767595 6370194.330269089)
3221,18321,4,71258,12985,322118321,228917,POINT (571815.1381244587 6157813.988089516),POINT (545108.767595 6370194.330269089)
3320,18321,11,19865,12985,332018321,205454,POINT (565955.6405053993 6179409.202056422),POINT (545108.767595 6370194.330269089)
3322,18321,4,25947,12985,332218321,241467,POINT (594619.1628683957 6157118.214678776),POINT (545108.767595 6370194.330269089)
3323,18321,8,16742,12985,332318321,205240,POINT (556468.9904573727 6186643.790688833),POINT (545108.767595 6370194.330269089)
3422,18321,6,7133,12985,342218321,189055,POINT (596125.5232531353 6204942.494705392),POINT (545108.767595 6370194.330269089)
3631,18321,6,4397,12985,363118321,240995,POINT (583281.2078731833 6155365.628785741),POINT (545108.767595 6370194.330269089)
3732,18321,4,18573,12985,373218321,254685,POINT (594448.8143284387 6145604.621110858),POINT (545108.767595 6370194.330269089)
3828,18321,9,21091,12985,382818321,254688,POINT (600169.0660007594 6149058.795812866),POINT (545108.767595 6370194.330269089)
4522,18321,2,14604,12985,452218321,397164,POINT (839046.0861133797 6388193.206929483),POINT (545108.767595 6370194.330269089)
6220,18321,21,34368,12985,622018321,67614,POINT (544395.6968756896 6306205.764611009),POINT (545108.767595 6370194.330269089)
8220,18321,11,33639,12985,822018321,155433,POINT (571771.8401191942 6226149.775983537),POINT (545108.767595 6370194.330269089)
9522,18321,1,5118,12985,952218321,265571,POINT (729009.06491 6295613.887045726),POINT (545108.767595 6370194.330269089)
10320,18321,14,62590,12985,1032018321,322754,POINT (687553.5499826567 6136432.37380928),POINT (545108.767595 6370194.330269089)
10321,18321,3,27471,12985,1032118321,321735,POINT (690360.4399311694 6148353.881728973),POINT (545108.767595 6370194.330269089)
10522,18321,1,6597,12985,1052218321,292240,POINT (662119.7836328691 6150716.66988565),POINT (545108.767595 6370194.330269089)
10524,18321,1,9277,12985,1052418321,326434,POINT (688889.8077629332 6131313.453030547),POINT (545108.767595 6370194.330269089)
11120,18321,13,76412,12985,1112018321,204063,POINT (398432.2411582735 6423719.024001375),POINT (545108.767595 6370194.330269089)
11521,18321,16,5039,12985,1152118321,123385,POINT (481314.2457502442 6419794.239705266),POINT (545108.767595 6370194.330269089)
11827,18321,1,1094,12985,1182718321,164205,POINT (442773.6842383479 6418021.751982008),POINT (545108.767595 6370194.330269089)
12320,18321,8,24406,12985,1232018321,212388,POINT (378827.4881471876 6333913.219373153),POINT (545108.767595 6370194.330269089)
12421,18321,7,16756,12985,1242118321,148572,POINT (439932.1564416874 6381387.888885491),POINT (545108.767595 6370194.330269089)
13220,18321,21,64465,12985,1322018321,248426,POINT (636661.5683717782 6578777.675353965),POINT (545108.767595 6370194.330269089)
13521,18321,4,3788,12985,1352118321,198200,POINT (644740.8046339573 6505804.0419),POINT (545108.767595 6370194.330269089)
13522,18321,3,7235,12985,1352218321,220096,POINT (617966.4689693986 6548396.300525547),POINT (545108.767595 6370194.330269089)
13621,18321,2,3698,12985,1362118321,280578,POINT (718547.9604310859 6481880.546584849),POINT (545108.767595 6370194.330269089)
14320,18321,3,25422,12985,1432018321,373503,POINT (745519.4398337225 6181462.080838162),POINT (545108.767595 6370194.330269089)
15120,18321,6,104011,12985,1512018321,267771,POINT (410765.2865832467 6526683.944983927),POINT (545108.767595 6370194.330269089)
16220,18321,11,36743,12985,1622018321,186849,POINT (526358.5499632334 6200292.109874669),POINT (545108.767595 6370194.330269089)
17220,18321,4,41974,12985,1722018321,205535,POINT (404000.1472399235 6319963.324545297),POINT (545108.767595 6370194.330269089)
19220,18321,1,25477,12985,1922018321,273902,POINT (743905.4063065499 6319913.058989554),POINT (545108.767595 6370194.330269089)
19521,18321,1,2341,12985,1952118321,216225,POINT (692642.1942403101 6355532.125027264),POINT (545108.767595 6370194.330269089)
11621,18321,6,2853,12985,1162118321,235576,POINT (414734.1139299477 6466316.903838689),POINT (545108.767595 6370194.330269089)
14421,18321,1,7541,12985,1442118321,386530,POINT (789264.8785935154 6211612.011157216),POINT (545108.767595 6370194.330269089)
15965,18321,1,481,12985,1596518321,252208,POINT (481046.9068480042 6539021.837204755),POINT (545108.767595 6370194.330269089)
2220,18321,11,40657,12985,222018321,342667,POINT (549273.2185291488 6633915.062681103),POINT (545108.767595 6370194.330269089)
2521,18321,6,12200,12985,252118321,400527,POINT (442454.6709403042 6652273.541484571),POINT (545108.767595 6370194.330269089)
2621,18321,5,2531,12985,262118321,359021,POINT (468458.2698047662 6601361.866908336),POINT (545108.767595 6370194.330269089)
6421,18321,9,7176,12985,642118321,138122,POINT (627784.2920031943 6310678.606575608),POINT (545108.767595 6370194.330269089)
6521,18321,6,2692,12985,652118321,98866,POINT (592839.3093727244 6321959.922709245),POINT (545108.767595 6370194.330269089)
7320,18321,12,21429,12985,732018321,108011,POINT (509325.207006696 6290894.511013233),POINT (545108.767595 6370194.330269089)
8421,18321,4,6130,12985,842118321,110877,POINT (562219.4444580078 6268197.953743277),POINT (545108.767595 6370194.330269089)
8521,18321,1,2402,12985,852118321,223180,POINT (624721.8532162895 6225931.051488832),POINT (545108.767595 6370194.330269089)
17321,18321,5,17174,12985,1732118321,242744,POINT (387010.9538811051 6289104.708993559),POINT (545108.767595 6370194.330269089)
17521,18321,1,4600,12985,1752118321,168664,POINT (465887.5965250221 6252457.935595442),POINT (545108.767595 6370194.330269089)
6622,18321,1,1443,12985,662218321,167141,POINT (632874.0825745394 6378089.243038225),POINT (545108.767595 6370194.330269089)
14722,18321,3,3495,12985,1472218321,401997,POINT (759156.117270987 6162030.121972485),POINT (545108.767595 6370194.330269089)
9521,18321,2,2203,12985,952118321,197578,POINT (672217.158996582 6294578.675292969),POINT (545108.767595 6370194.330269089)
17624,18321,4,381,12985,1762418321,134059,POINT (457113.4733886719 6341396.395386696),POINT (545108.767595 6370194.330269089)
10521,18321,1,2465,12985,1052118321,316757,POINT (706061.9580562271 6212775.656382873),POINT (545108.767595 6370194.330269089)
12723,18321,1,598,12985,1272318321,79191,POINT (495810.75722 6369005.445846321),POINT (545108.767595 6370194.330269089)
10833,18321,1,3146,12985,1083318321,330127,POINT (692319.8498984124 6133577.807357384),POINT (545108.767595 6370194.330269089)
6721,18321,22,976,12985,672118321,31074,POINT (548617.92868 6342321.22628),POINT (545108.767595 6370194.330269089)
6722,18321,22,1136,12985,672218321,3778,POINT (546939.0600713366 6367671.188376673),POINT (545108.767595 6370194.330269089)
11722,18321,3,528,12985,1172218321,90314,POINT (508665.3886108398 6417023.56931045),POINT (545108.767595 6370194.330269089)
6821,18321,13,161,12985,682118321,42829,POINT (517855.5342645199 6362299.42323779),POINT (545108.767595 6370194.330269089)
3726,18321,1,3146,12985,372618321,253007,POINT (615284.5327110477 6152046.642035916),POINT (545108.767595 6370194.330269089)
11826,18321,1,218,12985,1182618321,75418,POINT (528135.655 6417564.948392434),POINT (545108.767595 6370194.330269089)
12824,18321,14,239,12985,1282418321,61091,POINT (512581.7595591026 6399063.303863784),POINT (545108.767595 6370194.330269089)
5829,18321,1,60,12985,582918321,240561,POINT (414299.7845427862 6213094.321044549),POINT (545108.767595 6370194.330269089)
11831,18321,1,49,12985,1183118321,70650,POINT (542815.9320470709 6421207.306662932),POINT (545108.767595 6370194.330269089)
12792,18321,1,4,12985,1279218321,90073,POINT (508709.3927442631 6416536.296963491),POINT (545108.767595 6370194.330269089)
1020,18521,51,1304729,3415,102018521,352827,POINT (573082.2484702046 6145008.43370907),POINT (609634.2018876849 6391346.552827927)
3221,18521,8,71258,3415,322118521,339720,POINT (571815.1381244587 6157813.988089516),POINT (609634.2018876849 6391346.552827927)
3320,18521,4,19865,3415,332018521,316257,POINT (565955.6405053993 6179409.202056422),POINT (609634.2018876849 6391346.552827927)
3321,18521,2,20524,3415,332118521,342949,POINT (570666.0469444469 6153926.677853951),POINT (609634.2018876849 6391346.552827927)
3322,18521,1,25947,3415,332218521,352270,POINT (594619.1628683957 6157118.214678776),POINT (609634.2018876849 6391346.552827927)
3621,18521,1,5562,3415,362118521,361549,POINT (613631.1844891007 6152548.397836315),POINT (609634.2018876849 6391346.552827927)
3729,18521,2,8626,3415,372918521,364649,POINT (606133.0393047305 6151327.95857721),POINT (609634.2018876849 6391346.552827927)
3732,18521,1,18573,3415,373218521,365488,POINT (594448.8143284387 6145604.621110858),POINT (609634.2018876849 6391346.552827927)
4220,18521,3,51830,3415,422018521,320994,POINT (766475.5195453273 6415360.379009241),POINT (609634.2018876849 6391346.552827927)
5320,18521,1,26231,3415,532018521,370838,POINT (422937.9810020199 6187566.893377856),POINT (609634.2018876849 6391346.552827927)
6220,18521,10,34368,3415,622018521,178417,POINT (544395.6968756896 6306205.764611009),POINT (609634.2018876849 6391346.552827927)
10524,18521,2,9277,3415,1052418521,437237,POINT (688889.8077629332 6131313.453030547),POINT (609634.2018876849 6391346.552827927)
11120,18521,7,76412,3415,1112018521,265038,POINT (398432.2411582735 6423719.024001375),POINT (609634.2018876849 6391346.552827927)
11521,18521,1,5039,3415,1152118521,177340,POINT (481314.2457502442 6419794.239705266),POINT (609634.2018876849 6391346.552827927)
13220,18521,8,64465,3415,1322018521,230001,POINT (636661.5683717782 6578777.675353965),POINT (609634.2018876849 6391346.552827927)
14320,18521,1,25422,3415,1432018521,484306,POINT (745519.4398337225 6181462.080838162),POINT (609634.2018876849 6391346.552827927)
5323,18521,1,12816,3415,532318521,348367,POINT (459139.5927728665 6190793.685035946),POINT (609634.2018876849 6391346.552827927)
2220,18521,1,40657,3415,222018521,324242,POINT (549273.2185291488 6633915.062681103),POINT (609634.2018876849 6391346.552827927)
5423,18521,2,9857,3415,542318521,383072,POINT (370211.3425855851 6249962.711012445),POINT (609634.2018876849 6391346.552827927)
6621,18521,1,1084,3415,662118521,246511,POINT (629385.6962922963 6360375.386004901),POINT (609634.2018876849 6391346.552827927)
8622,18521,2,2398,3415,862218521,319578,POINT (616338.3934514923 6215178.131054383),POINT (609634.2018876849 6391346.552827927)
9621,18521,2,1626,3415,962118521,406937,POINT (705646.247314009 6230826.069853771),POINT (609634.2018876849 6391346.552827927)
6622,18521,2,1443,3415,662218521,277944,POINT (632874.0825745394 6378089.243038225),POINT (609634.2018876849 6391346.552827927)
19723,18521,1,1199,3415,1972318521,385294,POINT (740930.7249196803 6317848.305786133),POINT (609634.2018876849 6391346.552827927)
8993,18521,1,91,3415,899318521,261370,POINT (574483.6216579503 6233597.383547395),POINT (609634.2018876849 6391346.552827927)
6821,18521,2,161,3415,682118521,153632,POINT (517855.5342645199 6362299.42323779),POINT (609634.2018876849 6391346.552827927)
3627,18521,1,7896,3415,362718521,365134,POINT (617414.9151842656 6153379.514554303),POINT (609634.2018876849 6391346.552827927)
1020,18695,6,1304729,450,102018695,364235,POINT (573082.2484702046 6145008.43370907),POINT (571764.1827419837 6473080.852552598)
11120,18695,4,76412,450,1112018695,209218,POINT (398432.2411582735 6423719.024001375),POINT (571764.1827419837 6473080.852552598)
15120,18695,1,104011,450,1512018695,205964,POINT (410765.2865832467 6526683.944983927),POINT (571764.1827419837 6473080.852552598)
8622,18695,4,2398,450,862218695,330986,POINT (616338.3934514923 6215178.131054383),POINT (571764.1827419837 6473080.852552598)
11929,18695,1,197,450,1192918695,107804,POINT (475223.5389074319 6470202.532798264),POINT (571764.1827419837 6473080.852552598)
17321,18695,3,17174,450,1732118695,323400,POINT (387010.9538811051 6289104.708993559),POINT (571764.1827419837 6473080.852552598)
11894,18695,1,122,450,1189418695,26645,POINT (565120.4740991503 6450361.726660585),POINT (571764.1827419837 6473080.852552598)
1020,18721,6,1304729,687,102018721,304910,POINT (573082.2484702046 6145008.43370907),POINT (577045.8680086507 6414382.884758662)
3221,18721,1,71258,687,322118721,291803,POINT (571815.1381244587 6157813.988089516),POINT (577045.8680086507 6414382.884758662)
13220,18721,4,64465,687,1322018721,203270,POINT (636661.5683717782 6578777.675353965),POINT (577045.8680086507 6414382.884758662)
17220,18721,1,41974,687,1722018721,255383,POINT (404000.1472399235 6319963.324545297),POINT (577045.8680086507 6414382.884758662)
1020,18722,25,1304729,2712,102018722,434722,POINT (573082.2484702046 6145008.43370907),POINT (645450.8099012626 6472100.820481524)
3320,18722,1,19865,2712,332018722,398152,POINT (565955.6405053993 6179409.202056422),POINT (645450.8099012626 6472100.820481524)
3322,18722,4,25947,2712,332218722,434165,POINT (594619.1628683957 6157118.214678776),POINT (645450.8099012626 6472100.820481524)
3631,18722,1,4397,2712,363118722,433693,POINT (583281.2078731833 6155365.628785741),POINT (645450.8099012626 6472100.820481524)
4220,18722,2,51830,2712,422018722,145938,POINT (766475.5195453273 6415360.379009241),POINT (645450.8099012626 6472100.820481524)
4522,18722,1,14604,2712,452218722,233746,POINT (839046.0861133797 6388193.206929483),POINT (645450.8099012626 6472100.820481524)
6220,18722,1,34368,2712,622018722,260312,POINT (544395.6968756896 6306205.764611009),POINT (645450.8099012626 6472100.820481524)
8220,18722,1,33639,2712,822018722,348131,POINT (571771.8401191942 6226149.775983537),POINT (645450.8099012626 6472100.820481524)
9220,18722,2,38446,2712,922018722,386565,POINT (661451.1977671548 6194686.506299259),POINT (645450.8099012626 6472100.820481524)
